1111	test						
test	test	1,2,3					
bbs1	자료실						
bbs2	회원장터						
bbs3	커뮤니티						
bbs4	질문과답변						
bbs5	공지사항						
bbs6	보도자료						
bbs7	자주하는질문	전체,회원관련,결제관련					
bbs8	회원장터						
bbs9	갤러리						
bbs10	일정관리						
bbs11	회원별일정관리						
www	wwww						
